20	47																																													
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	15	15	15	15	15	0	15	15	0	15	15	0	0	15	15	0
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	4	4	4	4	15	0	15	15	15	15	0	15	15	0	15	0	15	15	0	15	0
15	15	15	0	15	0	15	15	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	4	4	4	4	0	0	15	15	15	15	15	0	0	0	0	15	0	15	15	0	15	0
15	15	15	0	15	0	15	15	0	15	15	0	15	15	15	15	15	15	15	15	15	15	15	0	4	4	4	4	0	15	15	15	15	15	15	15	0	15	15	0	15	0	15	15	0	15	15
15	15	15	15	0	15	15	15	15	0	0	15	15	15	15	15	15	15	15	15	15	15	15	0	14	14	15	15	0	15	15	15	15	15	15	15	0	15	15	0	15	15	0	0	15	15	0
15	15	15	0	15	15	0	0	0	15	15	15	0	15	15	15	15	15	15	15	15	15	0	15	14	15	15	15	15	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	15	0	15	0	15	15	15	0	0	0	15	15	15	15	15	15	15	15	15	15	0	15	15	15	4	4	4	4	15	15	15	15	15	15	0	15	15	0	15	15	0	0	15	15	0
15	15	6	6	6	15	15	15	15	15	15	15	15	15	15	15	15	15	15	2	4	4	15	4	4	4	4	4	4	4	15	15	15	15	15	15	0	15	15	0	15	0	15	15	0	15	0
15	4	6	6	6	15	15	15	15	15	15	15	15	15	15	15	15	2	2	15	4	4	15	4	4	4	4	4	4	4	15	15	15	15	15	15	0	0	0	0	15	0	15	15	0	15	0
15	15	2	6	6	15	15	15	15	15	15	15	15	15	15	15	2	15	15	15	15	0	0	0	4	4	4	4	4	4	6	6	6	15	15	15	0	15	15	0	15	0	15	15	0	15	15
15	15	15	2	6	6	6	6	6	6	6	0	15	2	2	2	15	15	15	15	0	0	0	0	4	4	4	4	4	6	4	4	4	6	15	15	0	15	15	0	15	15	0	0	15	15	0
15	15	15	6	2	2	2	2	2	2	2	2	2	15	15	15	15	15	15	6	6	6	0	0	0	0	4	4	6	4	4	4	4	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	15	6	6	6	6	6	6	6	6	6	15	15	15	15	15	15	6	4	4	4	6	6	0	0	0	6	4	4	4	4	15	15	15	15	0	15	15	0	15	15	0	0	15	15	0
15	6	6	6	6	6	6	6	6	6	6	6	15	15	15	15	15	15	15	15	4	4	4	4	6	6	6	4	4	4	4	4	15	15	15	15	0	15	15	0	15	0	15	15	0	15	0
6	15	15	15	6	6	6	15	15	15	6	6	6	15	15	15	15	15	15	15	4	4	4	4	4	4	4	4	4	4	4	15	15	15	15	15	0	0	0	0	15	0	15	15	0	15	0
15	6	15	6	15	15	15	15	15	15	15	6	15	6	15	15	15	15	15	0	15	15	4	4	4	4	4	4	4	4	4	15	15	15	15	15	0	15	15	0	15	0	15	15	0	15	15
15	15	15	15	6	15	15	15	15	15	15	15	6	15	6	15	15	15	0	15	0	15	4	4	4	4	4	4	4	4	4	15	15	15	15	15	0	15	15	0	15	15	0	0	15	15	0
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	15	15	15	15	0	15	15	15	15	15	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	15	15	15	15	15	15	15	15	15	15	15	15	15
