44	20																		
15	15	15	15	15	15	15	15	15	0	0	0	0	0	15	15	15	15	15	15
15	15	15	15	15	15	15	0	0	12	12	12	12	12	0	0	15	15	15	15
15	15	15	15	15	15	0	4	4	12	12	12	12	12	12	12	0	15	15	15
15	15	15	15	15	0	4	4	0	0	12	12	12	12	12	12	12	0	15	15
15	15	15	15	15	0	4	4	0	4	12	12	12	12	12	12	12	0	15	15
15	15	15	15	0	4	4	4	4	4	12	12	12	12	12	12	12	12	0	15
15	15	15	15	0	4	4	4	4	4	4	12	12	12	12	12	12	12	0	15
15	15	15	15	0	4	4	4	4	15	0	8	12	12	12	12	12	12	0	15
15	15	15	15	0	0	4	4	15	0	0	0	8	0	0	12	12	12	0	15
15	15	15	15	15	0	4	4	15	0	0	0	8	0	0	0	12	0	15	15
15	15	15	15	15	0	4	4	4	0	0	0	0	0	0	0	8	0	15	15
15	15	15	15	15	15	0	4	4	4	0	0	8	0	0	0	8	0	15	15
15	15	15	15	15	15	15	0	4	4	4	7	7	15	15	15	15	0	15	15
15	15	15	15	15	15	15	0	0	4	4	4	7	15	15	15	0	15	15	15
15	15	15	15	15	0	0	12	15	0	0	4	12	12	12	0	15	15	15	15
15	15	15	0	0	0	15	12	12	15	15	0	0	0	0	15	15	15	15	15
15	15	0	0	12	15	15	15	4	4	4	12	15	4	0	0	0	15	15	15
15	0	0	4	12	12	15	15	15	12	12	15	15	15	4	0	12	0	15	15
15	0	4	4	12	12	12	15	15	15	15	15	15	15	15	4	0	0	15	15
15	0	4	12	4	4	12	15	15	12	12	15	15	15	15	15	0	12	0	15
15	0	4	4	12	12	0	15	12	12	12	12	15	15	15	12	0	12	0	15
0	4	4	12	12	0	15	0	12	12	4	12	12	15	4	12	0	12	0	15
0	4	4	12	12	0	15	15	0	12	4	12	12	4	12	12	0	12	0	15
0	7	15	15	0	15	15	15	0	15	15	15	0	0	15	15	0	0	0	15
0	4	4	15	0	15	15	15	0	15	15	15	0	6	15	15	0	15	0	15
0	4	15	4	0	15	15	0	4	12	4	12	12	12	12	12	0	4	0	15
0	7	15	15	0	15	15	0	12	12	12	4	12	12	4	12	0	15	15	0
0	7	15	15	15	0	0	12	12	12	12	4	4	4	12	12	0	0	15	0
0	7	15	15	15	15	0	12	12	12	12	4	0	12	12	12	12	0	15	0
0	7	15	15	0	0	4	12	12	12	12	0	12	12	12	12	12	0	15	0
0	0	7	15	15	0	4	12	12	12	4	0	12	12	12	12	12	0	0	15
15	15	0	0	0	15	0	4	12	4	12	0	12	12	4	12	12	0	15	15
15	15	15	15	15	0	12	4	4	12	0	15	0	12	12	4	0	15	15	15
15	15	15	15	15	0	12	12	12	12	0	15	0	12	12	12	12	0	15	15
15	15	15	15	0	15	15	15	15	0	15	15	0	15	15	15	15	0	15	15
15	15	15	15	0	4	15	15	15	0	15	15	0	4	15	15	4	0	15	15
15	15	15	15	0	4	4	15	0	15	15	15	0	15	4	4	4	0	15	15
15	15	15	0	0	4	15	15	0	15	15	15	0	4	15	15	4	0	15	15
15	15	15	0	4	15	15	0	0	15	15	15	0	15	15	15	15	0	15	15
15	15	15	0	15	15	15	0	15	15	15	15	0	15	15	15	15	0	15	15
15	15	0	15	15	15	15	0	15	15	15	15	0	15	15	15	15	15	0	15
15	0	0	15	15	15	0	15	15	15	15	15	15	0	7	7	7	7	7	0
15	0	7	7	7	7	0	15	15	15	15	15	15	15	0	0	0	0	0	0
15	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15
