50	30																												
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	15	0	0	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	6	6	0	6	6	6	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	6	6	6	0	6	6	6	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	6	6	0	6	6	8	6	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	6	6	0	6	8	6	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	6	6	0	6	8	6	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	6	6	6	6	6	6	6	0	15	15	15	15	15
15	15	15	15	15	15	15	15	0	0	0	0	0	6	6	6	6	6	0	0	0	6	6	6	0	15	15	15	15	15
15	15	15	15	15	15	0	0	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
15	0	0	0	0	0	0	6	6	6	6	6	6	6	15	0	6	6	15	0	0	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	0	6	6	6	0	6	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
15	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0	15	15	15	15
15	0	0	0	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	0	15	15	15	15
15	15	15	0	0	6	6	6	6	6	6	6	6	6	6	6	6	0	0	0	6	6	6	6	6	0	15	15	15	15
15	15	15	15	15	0	6	6	6	6	6	6	6	6	0	0	0	6	6	6	6	6	6	6	6	0	15	15	15	15
15	15	15	15	15		0	0	0	0	0	6	6	6	6	6	6	6	0	0	6	6	6	6	6	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	0	6	6	6	6	6	6	6	6	6	6	6	11	0	0	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	0	0	0	11	6	6	6	6	6	6	0	11	11	0	11	11	0	15	15	15
15	15	15	15	15	15	15	15		0	11	11	11	0	11	0	0	0	11	0	0	0	11	11	11	11	11	0	15	15
15	15	15	15	15	15	15	15	0	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	0	15
